SMILES,mol_id,qed,plogp_imp,sim
Cc1ccccc1C(=O)Nc1cc(C2CCCCC2)nc(C)n1,0,0.914301276,9.669583321,0.205128208
CC(C)Nc1ccc(C(=O)N2CCCCC2)c2ccccc12,0,0.916245759,9.760753632,0.189189196
Cc1ccccc1C(=O)Nc1ccc(N2CCCCC2)cc1,0,0.918086231,10.04849625,0.157894731
CC(C)n1cc(C(=O)NC2CCCCC2)c(-c2ccccc2)n1,0,0.919843316,9.491603851,0.220779225
Cc1ccccc1C(=O)Nc1ccc(N2CCCC2)cc1C,0,0.921733201,9.869300842,0.139240503
CC(C)NC(=O)c1ccc(-c2ccccc2)c(N2CCCC2)c1,0,0.922308207,9.651618004,0.200000003
Cc1ccc(C(=O)NC2CCCCC2)c(-c2ccccc2)n1,0,0.924899399,9.638114929,0.197368428
CC(C)OC(=O)c1ccc(C2CCCCC2)c2ccccc12,0,0.92534399,9.328742027,0.270270258
CC(C)=CC(=O)Nc1ccc(C2CCCCC2)cc1C#N,0,0.925918162,9.691547394,0.144736841
CN(C)c1cc(C(=O)NC2CCCCC2)cc(-c2ccccc2)n1,0,0.928583682,9.22300148,0.202531651
CC(C)NC(=O)c1cc(N2CCCCC2)cc2ccccc12,0,0.929250658,9.454234123,0.181818187
Cc1ccc(C(=O)N2CCCCC2)cc1Nc1ncccc1C,0,0.929359376,9.522895813,0.130952388
COc1ccc(C(=O)Nc2ccccc2)cc1C(F)(F)F,0,0.930233955,9.715575218,0.12658228
CC(NC(=O)C1CCCCC1)c1cc(-c2ccccc2)ncn1,0,0.931561947,8.773207664,0.21794872
Cc1cc(NC(=O)C2CCCCC2)nc(-c2ccccc2)n1,0,0.931770623,9.449044228,0.200000003
CC(C)NC(=O)c1cc(-c2ccccc2)n(C2CCCC2)n1,0,0.932638109,9.090234756,0.207792208
Cc1cc(=O)n(C2CCCCC2)cc1NC(=O)c1ccccc1,0,0.934028327,9.213169098,0.174999997
Cn1cc(C(=O)NC2CCCCC2)c(-c2ccccc2Cl)n1,0,0.935534477,9.142903328,0.172839507
CN(C)C(=O)c1cc(C2CCCCC2)nn1C(O)c1ccccc1,0,0.93815136,7.53395319,0.263157904
Cc1ccc(C(=O)Nc2ccccc2)cc1N1CCCCC1=O,0,0.938173592,9.393853188,0.158536583
CC(C)n1cc(C(=O)N2CCCCC2)cc1-c1ccccc1,0,0.939646304,6.681695938,0.222222224
Cc1ccc(C(=O)Nc2ccccc2C2CCCCC2)cn1,0,0.940113187,9.213593483,0.151898727
Cn1c(C(=O)NC2CCCCC2)cc(-c2ccccc2)n1,0,0.940283239,8.61428833,0.210526317
Cc1cc(C(=O)NC2CCCCC2)nc(-c2ccc(F)cc2)n1,0,0.940695047,9.030161858,0.162499994
Cc1cc(C(=O)Nc2ccccc2)c(N2CCCC2)nc1C,0,0.941538155,8.990608215,0.135802463
Cc1cc(C(=O)NC2CCCCC2)c(-c2ccccc2)nn1,0,0.942342162,8.831319809,0.19480519
Cc1ccc(C(=O)N2CCCCC2)cc1Nc1nc(C)ccn1,0,0.942907155,8.858469009,0.116279073
CC(CC(=O)N1CCCC(O)C1)c1ccc2ccccc2c1,0,0.943880498,7.945158482,0.215189874
CC(C)NC(=O)n1cc(C2CCOCC2)c(-c2ccccc2)n1,0,0.944476962,8.252307892,0.212500006
CN(C)C(=O)Cc1ccccc1C1=CCCC(C2CCCCC2)=C1,0,0.944698334,8.832949638,0.129411772
Cc1cc(N2CCCC2)ncc1NC(=O)c1ccccc1F,0,0.944698334,8.828180313,0.142857149
Cc1c(C(=O)Nc2ccccc2)cnc(N2CCCC2)c1F,0,0.944698334,8.715055466,0.146341458
Cn1cc(C(=O)Nc2ccccc2C(=O)O)cc1-c1ccccc1,0,0.946328163,7.913197994,0.207317069
Cn1cc(C(=O)NC2CCCCC2)c(-c2ccccc2)cc1=O,0,0.946750522,8.447743416,0.189873412
CC(C)C1(C(=O)Nc2ccccc2)CC=C(C2CCCC2)C=N1,0,0.946994245,8.352132797,0.205128208
Cc1ccc(N2CCCCC2=O)cc1C(=O)Nc1ccncc1,0,0.947021306,8.54186058,0.114942528
Cn1cc(C(=O)NC2CCCCC2)c(-c2ccccc2C#N)n1,0,0.947123468,8.161356926,0.164705887
Cc1ccc(C(=O)NC2CCCCC2)c(-n2ccccc2=O)n1,0,0.94739157,7.714640617,0.174999997
Cc1ccc(N2CCCCC2)cc1C(=O)Nc1ccn(C)n1,0,0.947489142,8.270348549,0.117647059
CC(C)NC(=O)n1cc(C2CCOC2)c(-c2ccccc2)n1,0,0.947512686,7.376322269,0.207317069
CN(C)C(=O)c1cc(-c2ccccc2)nn1C1CCCCC1O,0,0.947639644,7.039580345,0.189873412
CC(C)NC(=O)c1cc2ccccc2c(N2CCCCC2=O)n1,0,0.947783947,8.020812035,0.168674693
Cc1ccc(C(=O)NC2CCOCC2)cc1-c1nccs1,0,0.94789356,8.163779259,0.139534891
Cc1ccc(-c2ccccc2)c(C(=O)NC2CCCN(C)C2)n1,0,0.948023796,7.743293285,0.166666672
CN1CCCCC1C(=O)Nc1ccc([O-])c(-c2ccccc2)c1,0,0.948282838,7.419253349,0.182926834
CCc1cnc(-c2ccc(Br)c(Nc3ccc(F)cc3)c2C(F)(F)F)s1,1,0.436160088,6.822797298,0.139534891
CCCCC(Nc1ccc(Br)c(C(F)(F)F)c1)c1ccc(Br)cc1,1,0.464203537,7.348757267,0.121951222
CCc1ccc(Nc2ccc(Br)c(C(F)(F)F)c2)c(Br)c1,1,0.591825664,6.817192078,0.144736841
Cc1ccc(-Nc2ccc(Br)c(C(F)(F)F)c2)c(Br)c1,1,0.615796149,6.611530304,0.200000003
CCCC(=O)c1cccc(Cl)c1NCc1ccc(C(C)C)cc1,1,0.625515461,6.475988388,0.108433738
Cc1ccc(C(=O)Nc2ccc(Br)c(C(F)(F)F)c2)c(Br)c1,1,0.633592546,6.204555988,0.289855063
Cc1cccnc1C(=O)Nc1cc(C(F)(F)F)c2[nH]ccc2c1,1,0.699552178,6.175357342,0.277777791
Cc1cc(=O)c(C(=O)Nc2n[nH]c3cc([O-])ccc23)c(C(F)(F)F)o1,1,0.70174855,1.930947185,0.672131121
Cc1ccn2c(=O)c(C(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cnc2c1,1,0.731275618,4.078524113,0.59375
Cc1ccn2c(=O)c(C[S-])c(-c3ccc(F)cc3)nc2c1,1,0.731955886,6.397605896,0.208333328
Cc1cccn2c(=O)c(C(=O)Nc3cc(C(F)(F)F)[nH]n3)cnc12,1,0.733827055,6.275523663,0.207792208
Cc1ccc(C(=O)Nc2ncc(Br)c(C(F)(F)F)n2)c(Br)c1,1,0.746022046,4.558937073,0.388059705
CCCCc1cccc(C(=O)Nc2ccc(C(C)(C)C)c(F)c2)c1,1,0.747576058,6.275263786,0.156626508
Cc1ccn2c(=O)c(CNc3ccc(Cl)c(C(F)(F)F)c3)cnc2c1,1,0.750944138,4.23871994,0.402777791
Cc1ccn2c(=O)c(C[N-]c3ncc(Br)cn3)c(C(F)(F)F)nc2c1,1,0.754288137,0.643610954,0.754098356
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)c(C)c1,1,0.754989266,6.088676453,0.285714298
Cc1ccc(C(=O)Nc2cc(C)c(C(F)(F)F)cc2)c(Br)c1,1,0.757997751,5.792720795,0.304347813
CCc1cccn2c(=O)c(C(=O)Nc3n[nH]c(C(F)(F)F)n3)cnc12,1,0.761612356,1.328363657,0.672131121
CCc1ccn2c(=O)c(C(=O)Nc3[nH]nc(C(F)(F)F)n3)c(N)nc2c1,1,0.76228255,0.22867097,0.779661
Cc1ccn2c(=O)c(C(=O)Nc3n[nH]c(C(F)(F)F)n3)cnc2c1,1,0.762693048,0.866846621,0.711864412
Cc1ccc(Nc2ccc(Br)c(C(F)(F)F)c2)cc1,1,0.764414012,6.094186306,0.176470593
CCCCc1cccc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,1,0.76727128,6.370234013,0.151898727
Cc1ccn2c(=O)cc(C(=O)Nc3ccc(C)cc3)nc2c1,1,0.767310739,1.172215819,0.649122834
Cc1ccn2c(=O)c(C(=O)Nc3cc[nH]c3)cc(C(F)(F)F)c2n1,1,0.767979264,0.550162911,0.724137902
Cc1ccn2c(=O)c(C(=O)Nc3ccc(Cl)c(C(F)F)c3)cnc2c1,1,0.768478394,3.858821392,0.522388041
CCCC(=O)Nc1cccc(-c2ccc(C(C)C)cc2)c1C,1,0.772321284,6.208822727,0.125
Cc1ccn2c(=O)c(C(=O)Nc3ccc(C(F)(F)F)cc3)cnc2c1,1,0.773809791,3.558688402,0.644067824
CCc1cccc([N+](=O)[O-])c1C(=O)Nc1nc(C(F)F)cn1CC,1,0.774048567,1.411443353,0.633333325
CCc1cc(Cl)cc(C(=O)Nc2cccc(C(F)F)c2)c1,1,0.774063945,2.088688135,0.612903237
Cc1ccn2c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1,1,0.777776003,0.488136262,0.767857134
CCc1ccc2c(=O)n(CC(=O)Nc3cc(C)[nH]n3)ccc2n1,1,0.783177435,3.748301506,0.426470578
Cc1ccn(C2C(=O)NC(C[O-])(c3cc[n+](C)cc3)C2)n1,1,0.783550322,0.155606955,0.666666687
Cc1ccn2c(=O)c(C(=O)Nc3ccc(C(C)(F)F)s3)cnc2c1,1,0.787896574,3.058571339,0.578125
Cc1ccn2c(=O)c(CNc3n[nH]c(C(F)(F)F)n3)cnc2c1,1,0.789515078,3.02630043,0.596491218
Cc1ccn2c(=O)c(C(=O)Nc3ccc(F)cc3)cnc2c1,1,0.789687216,2.835458517,0.593220353
Cc1ccn2c(=O)c(C(=O)Nc3ccc(F)c(F)c3)cnc2c1,1,0.790223479,2.842701674,0.573770463
Cc1ccnc(C(=O)NCC(F)(F)c2ccc([N+](=O)[O-])cc2)c1,1,0.790223479,2.74647522,0.593220353
Cc1ccc(C(=O)Nc2ccc(Br)c(C(F)(F)F)c2)cc1,1,0.801821291,5.704819202,0.242857143
Cc1ccn2c(=O)c(CC(C)(C)C)ncc2c1,1,0.802493989,3.365017414,0.564516127
Cc1ccn2c(=O)c(C(=O)Nc3ccc(C(C)C)cc3)cnc2c1,1,0.804139316,3.744012594,0.54838711
CCCC(=O)Nc1cccc(-c2ccc(C(C)(C)C)cc2)c1,1,0.804684103,6.148611069,0.142857149
Cc1ccn2c(=O)c(C(=O)Nc3ccc(CF)cc3)cnc2c1,1,0.808693826,2.94650054,0.564516127
Cc1cccc(C(=O)Nc2ccc(C(C)(C)C)cc2Cl)c1,1,0.811447382,5.942722321,0.202702701
Cc1cccc(C(=O)Nc2ccc(F)c(C(Cl)(Cl)Cl)c2)c1,1,0.827037811,4.903329849,0.347826093
CCc1ccc(Cl)c(C(=O)Nc2ccc(C(F)(F)F)cc2)c1,1,0.827153146,5.870100021,0.232876718
Cc1ccc(Cl)c(C(=O)Nc2ccc(C(F)(F)F)cc2)c1,1,0.837424099,5.70326519,0.298507452
CCc1cccc(C(=O)Nc2ccc(C(C)(C)C)cc2C)c1,1,0.837535501,5.823592663,0.16883117
Cc1ccn2c(=O)c(C(=O)Nc3ccc(F)c(C(F)F)c3)cnc2c1,1,0.841196418,5.447360992,0.318181813
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cn2c1,1,0.844398856,1.668375015,0.578947365
CCc1cccc(C(=O)Nc2ccc(C)cc2C(C)C)c1,1,0.845217943,5.651808262,0.181818187
Cc1cccc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,1,0.849684656,5.476582527,0.217391297
CCc1cccc(C(=O)Nc2ccc(C(C)(C)C)cc2F)c1,1,0.854380548,5.604024887,0.164556965
CCc1cccc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,1,0.85998857,5.661309242,0.159999996
Cc1ccc(C(=O)Nc2ncc(Br)c(C(F)(F)F)n2)c(C)c1,1,0.860378265,4.213577271,0.382352948
Cc1ccn2c(=O)c(CC(=O)c3n[nH]c(C(F)(F)F)n3)cnc2c1,1,0.864394784,5.479691029,0.210526317
Nc1cccc(C(=O)NCc2ccc(F)cc2F)c1,1,0.87343508,4.87413168,0.347826093
Cc1ccc(F)c(C(=O)Nc2ccc(C(C)C)cc2)c1,1,0.873937428,5.358911037,0.246376812
CCOc1ccc(C(=O)Nc2ccc(C)cc2)c(C(F)(F)F)c1,1,0.88811934,5.314442158,0.277777791
COc1ccc(Cl)c(C(=O)Nc2ccc(C(F)(F)F)cc2)c1,1,0.891967416,5.380975723,0.232876718
CCCc1ccc(C(=O)Nc2cc(C)ccn2)c(C(F)(F)F)c1,1,0.892653525,4.938789368,0.297297299
CCCCC(=O)Nc1cccc(C(F)(F)F)c1-c1ccc(C)cc1,1,0.896915019,4.839879036,0.333333343
Cc1ccc(C(=O)Nc2cccc(Cl)c2)c(OC(F)F)c1,1,0.902362645,5.123584747,0.239999995
Cc1ccc2c(=O)n(-c3ccc(C)c(C(F)(F)F)c3)[nH]c2c1,1,0.903743446,5.116902351,0.263888896
Cc1ccn2c(=O)c(C(=O)Nc3nc[n-]n3)cc(C(F)(F)F)c2c1,1,0.905071616,4.278838158,0.352941185
O=C(Nc1ccc(Cl)cc1)c1cccc(OC(F)(F)F)c1,1,0.905886889,5.272153854,0.173333332
O=C(Nc1ccc(Cl)cc1)c1ccccc1OC(F)(F)F,1,0.905886889,5.235490322,0.194444448
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)F)c2)c(N)c1,1,0.910261571,4.526230335,0.308823526
CCOc1cccc(C(=O)Nc2ccc(C(F)(F)F)cc2)c1,1,0.911204815,5.172577381,0.213333338
CCc1cccc(C(=O)Nc2ccc(C(C)(C)C)cc2)n1,1,0.916621625,4.763768673,0.173333332
O=C(Nc1ccc(Cl)cc1)c1cccc(OC(F)F)c1,1,0.918507278,5.007222652,0.144736841
CCCc1ccn2c(=O)c(C(=O)Nc3n[nH]c(C(F)(F)F)n3)cnc2c1,1,0.919037104,4.019870281,0.405797094
Cc1ccc(C(=O)Nc2nc(C)cc(C(F)(F)F)n2)c(C)c1,1,0.920541763,3.962676764,0.363636374
Cc1ccc(C(=O)Nc2ncc(C)c(C(F)(F)F)n2)c(C)c1,1,0.920541763,3.815466404,0.400000006
CCc1cccc(C(=O)Nc2ccc(C(F)(F)F)cn2)c1C,1,0.921971917,4.602648735,0.273972601
Cc1ccc(C(=O)Nc2ncc(C(F)(F)F)cn2)c(C)c1,1,0.923878849,3.724160433,0.396825403
Cc1ccn2c(=O)c(C(=O)Nc3ccc(F)c(C)c3)cnc2c1,1,0.925754368,4.397411823,0.318840593
Cc1cccc(C(=O)Nc2ccc(C(C)(F)F)cn2)c1,1,0.927152097,4.174841881,0.28169015
COc1ccc(C(=O)Nc2ccccc2)c(C(F)(F)F)c1,1,0.930233955,4.732893944,0.239436626
CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)n2)cc1,1,0.93203038,4.462869644,0.253521115
COc1ccc(Cl)c(C(=O)Nc2ccc(F)c(F)c2)c1,1,0.933453858,4.692971706,0.186666667
COc1ccc(C(=O)NCc2cc(C)cc(F)c2)c(Cl)c1,1,0.93449229,4.350301266,0.174999997
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)c(Cl)c1,1,0.937704563,1.722210169,0.573770463
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)c(N)c1,1,0.937865078,4.334158897,0.139240503
CC1=NN(C(=O)Nc2n[nH]c(C(F)(F)F)n2)c2ccc(Cl)cc21,1,0.940669894,2.258265972,0.532258093
COc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)c(C)c1,1,0.940807462,4.125242233,0.270270258
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)Cl)c2)c(N)c1,1,0.94186765,3.678290367,0.369230777
Cc1ccc2c(=O)c(C(=O)Nc3nccc(F)n3)c[nH]c2c1,1,0.942400098,1.876999021,0.411764711
Cc1cccc(C(=O)NCc2ccc(C(F)(F)F)cc2)n1,1,0.943038464,3.931059599,0.219178081
CCc1ccc(C(=O)C(C)Nc2cccc(F)c2)c(O)c1,1,0.943569601,3.484662056,0.328571439
COc1ccc(C(=O)NCc2cccc(C(F)(F)F)c2)cn1,1,0.944119692,3.587426901,0.215189874
Cc1ccn2c(=O)c(C(=O)Nc3ccc([O-])c(C(F)(F)F)c3)cn2c1,1,0.945406437,1.557843208,0.400000006
COc1ccc(C(=O)Nc2nc(C(F)(F)F)ccn2)c(C)c1,1,0.945941985,3.393386364,0.338028163
Cc1ccc(=O)n(CC(=O)Nc2cccc(C(F)(F)F)c2)c1,1,0.947530687,3.286067009,0.236842111
Cc1ccc2c(=O)n(C(=O)Nc3ccc(C)c(F)c3)cnc2c1,1,0.947873831,3.263005495,0.323943675
Cc1ccc(C(=O)Nc2ncc(F)c(=O)n2C(C)C)c(F)c1,1,0.947884202,2.652351856,0.328571439
Cc1ccn2c(=O)c(C(=O)NN=[N+](C)C)nc(C(F)F)c2c1,1,0.947984755,2.91312933,0.291666657
Cc1ccc(C)c(NCc2ccc(C(C)(C)C)c3ccccc23)c1,2,0.59184891,7.769724846,0.148148149
Cc1ccc(C(C)(C)C)cc1NCc1cccc2ccccc12,2,0.620021045,7.644543648,0.162499994
Cc1ccccc1NCc1cc(C(C)C)c2sccc2c1,2,0.627268493,7.133876801,0.233766228
Cc1ccc(C(C)C)cc1NCc1cccc2ccccc12,2,0.631732404,7.505302429,0.192307696
Cc1ccc(C(F)(F)F)cc1NCc1cccc2ccccc12,2,0.645837486,7.355473995,0.160493821
Cc1ccc(NCc2ccccc2[N+](=O)[O-])c(CC(C)C)c1,2,0.657429457,3.575736284,0.412499994
CC(C)C[NH+](C)c1cccc(NCc2cc(=O)n3ccsc3[nH+]2)c1,2,0.665356934,2.144506216,0.637681186
CC(C)c1ccccc1NCc1cc(Br)c(Br)s1,2,0.675683916,7.096685886,0.213333338
CC(C)c1ccccc1NCc1cc(=O)c2ccsc2[nH]1,2,0.678739786,7.164934158,0.192771077
CC(C)CC(=O)c1cccc(NC2CCc3ccsc32)c1,2,0.698283136,2.426438808,0.628571451
CC(C)CC([O-])c1cccc(NCc2cc(=O)n3ccsc3[nH+]2)c1,2,0.698493063,2.090747356,0.619718313
CC(C)C1(c2cccc(NCc3cc(Br)cs3)c2)CCCN1,2,0.707539976,3.553497553,0.41772151
Cc1ccc(F)c(NCC2Cc3cccc(C)c3[NH+]2C)c1I,2,0.715126336,2.063216686,0.637681186
Cc1ccc(C(C)(C)C)cc1NCc1ccc(C)c(Br)c1,2,0.721262693,7.433389187,0.139240503
CC(C)C[NH+](C)c1cccc(NCc2cc(=O)n3ccsc3n2)c1,2,0.724179149,6.200387955,0.291139245
CC(C)[CH+]1Cc2cccc(NCc3cc(=O)n4ccsc4[nH+]3)c2C1,2,0.741777182,1.656449676,0.666666687
Cc1ccc(Br)cc1NCc1ccc(C)c(C(C)C)c1,2,0.74578625,7.297188282,0.16883117
CC(C)c1ccccc1NCc1cc(=O)n2ccsc2c1Cl,2,0.747599006,5.513718128,0.360000014
Cc1cc(C(C)(C)C)ccc1NCc1cccc2c1CCCC2,2,0.757190347,7.073196888,0.21794872
Cc1cc(Br)ccc1NCc1cccc(C(C)(C)C)c1,2,0.763774097,7.250411034,0.164556965
Cc1c(Br)cccc1NCc1ccc(C(C)(C)C)cc1,2,0.763774097,7.180654049,0.171052635
CC(C)CC1CCc2cccc(NCc3cccs3)c2C1,2,0.767148733,6.101735592,0.294871807
Cc1cc(C(C)C)ccc1NCc1cccc2c1CCCC2,2,0.772310734,6.952675819,0.246753246
CC(C)c1ccccc1NCc1cc(=O)n2ccsc2c1C,2,0.774162471,5.187070847,0.364864856
CC(C)c1cccc(NCc2cc(Br)cs2)c1C,2,0.776784301,6.659586906,0.239999995
Cc1ccc(C)cc1NCc1ccc(C)c(C(C)(C)C)c1,2,0.780582905,7.012194633,0.142857149
Cc1ccc(C)c(C)c1NCc1cccc(C(C)(C)C)c1,2,0.780582905,6.98184967,0.155844152
CC(C)Cc1ccccc1NCc1cc(=O)n2cc(C)sc2[nH+]1,2,0.781059563,3.278635025,0.405405402
CC(C)(C)c1ccccc1NCc1cc(=O)n2ccsc2c1,2,0.783280671,5.040780544,0.337837845
C=C(Nc1cccc(C)c1C)c1cc(C#CC(F)F)cs1,2,0.784464121,5.8185606,0.298701286
CC(C)c1ccccc1NCc1cc(=O)n2ccsc2c1,2,0.786567807,4.910366535,0.375
CC(C)Cc1ccccc1NCc1cc(=O)n2ccsc2[nH+]1,2,0.786811948,2.991295576,0.584615409
Cc1ccc(C)cc1NCc1ccc(C)c(C(C)C)c1,2,0.787301064,6.93138361,0.173333332
Cc1ccc(C(F)F)cc1NCc1cccc2c1CCCC2,2,0.794370353,6.564957142,0.243589744
CC(C)c1c(C)cccc1NCc1cc(=O)n2ccsc2n1,2,0.796679437,4.686549187,0.368421048
Cc1ccc(C(C)(C)C)cc1NCc1cccc2c1CCC2,2,0.799341142,6.708117008,0.215189874
Cc1ccc(C(C)(C)C)cc1NCc1ccc(F)c(C)c1,2,0.800986946,6.856655598,0.137500003
CC(C)c1ccccc1NCc1cc(=O)n2ccsc2n1,2,0.801869929,4.603344917,0.364864856
CC(C)c1ccccc1NCc1cc(=O)n2cc(C)sc2[nH+]1,2,0.803563893,3.219653845,0.416666657
CCc1ccc(C(=O)NCc2cc(C)cn2CC(C)C)c(F)c1,2,0.804623485,3.674792767,0.355263144
CC(C)c1ccccc1NCc1cc(=O)n2cc(F)ccc2[nH+]1,2,0.804877937,3.100001574,0.378378391
CC(C)c1ccc(NCc2cc(=O)n3ccsc3[nH+]2)cc1,2,0.805105925,3.007099867,0.523076952
