SMILES,mol_id,qed,4lde,sim
O(N1C(=O)CCC1=O)C(=O)C(NC(=O)OCc1ccccc1)C,0,0.809064614,9.3,0.367346939
s1c2c(oc(c2)C(=O)OCC)nc1NC(=O)c1ccccc1,0,0.746710812,9.1,0.365384615
O(c1c2[nH]cc(CCN(C)C)c2ccc1)Cc1ccccc1,0,0.747681528,9.5,0.365384615
S(=O)(=O)(N(CCC(=O)O)c1ccc(OC)cc1)c1ccc(cc1)C,0,0.830685428,9.2,0.363636364
O=C1N(C(C1(C)C)c1ccccc1)Cc1ccccc1,0,0.77302802,9.3,0.361702128
Clc1cc(c2nc(n(c3ccc(OC)cc3)c2)N)ccc1Cl,0,0.770479713,9.3,0.361702128
O=C(Nc1ccccc1)c1n2CCCc2c(c1/N=C/C=C/C)C#N,0,0.870153304,9.2,0.36
O=C(Nc1cc2c3N(CCC2)CCCc3c1)NC,0,0.795836621,9.1,0.36
O=C1N(c2c(C(=NC1Cc1ccccc1)c1cc(O)ccc1)cccc2)CC#N,0,0.700081533,9.1,0.358490566
Clc1cc(C(=O)Nc2c(c(ccc2)C)C)ccc1Cl,0,0.841393013,9.7,0.357142857
OC(C/C=C/c1ccccc1)c1ccccc1,0,0.83656492,9.4,0.355932203
O(c1c(c2CC3N(CCC4C3Nc3c4cccc3)Cc2cc1)C(=O)OC)C,0,0.829697933,9.8,0.354166667
O=C1N(N=C(C21CC2)c1ccccc1)c1ccccc1,0,0.817542626,9.1,0.354166667
[Sn](CCS(=O)(=O)c1ccc(C(C)(C)C)cc1)(C)(C)C,0,0.72737266,9.2,0.354166667
Clc1c(NC(=S)NC(=O)CCc2ccccc2)cc(cc1)C(F)(F)F,0,0.741149875,10,0.352941176
O(C(=O)NCCCNC(=O)OCc1ccccc1)Cc1ccccc1,0,0.722251261,9.2,0.350877193
O(c1cc(CC)cc(c1)C)C(=O)Nc1ccccc1,0,0.893530369,9.3,0.348837209
O(C(c1ccc(cc1)C)C)C(=O)Nc1ccccc1,0,0.887312792,9.2,0.348837209
O(c1c(Nc2nc(nc3c2cccc3)C(=O)OCC)cccc1)C,0,0.723800745,9.2,0.348837209
s1c(NCC2CCCCC2)nc2c1n(c(=O)n(c2=O)C)C,0,0.936561422,9.1,0.348837209
Oc1n(c(=O)n(c(=O)c1/N=N/c1cc(OC)ccc1)C)C,0,0.85890717,9.1,0.346938776
O=C1N2C(Nc3c2cccc3)(c2c1cccc2)C,0,0.762345456,9.3,0.346938776
O1c2cc3[nH]c(c4cc(OC)c(OC)c(OC)c4)cc(=O)c3cc2OC1,0,0.775155759,9.8,0.346938776
O(C(=O)Cc1ccc(CCc2ccc(cc2)CC(=O)OC)cc1)C,0,0.734260438,9.1,0.346153846
Oc1c(/C=N/c2ccc(NC(=O)C)cc2)cccc1,0,0.826610271,9.3,0.346153846
O=C1N(C(=O)c2c1cccc2)C(=O)c1ccccc1,0,0.729359466,9.1,0.346153846
Clc1cc(C(=O)NC(=O)Nc2ccc(Cl)cc2)ccc1Cl,0,0.836358692,9.6,0.346153846
Clc1cc(c(OCC(=O)Nc2sc(c(c2C(=O)N)C)C)cc1)C,0,0.864300884,9.5,0.345454545
n1(nnnc1c1ccccc1)Cc1ccccc1,0,0.700942607,9.7,0.345454545
S(c1c2c(ccc1)cccc2)C1=CC(=O)C=CC1=O,0,0.779821293,10,0.345454545
O=C1C/C(=C\c2ccccc2)/C(=C\c2ccccc2)/C1,0,0.775709807,9.8,0.341463415
Clc1c2nc(cc(c2ccc1)C(=O)O)c1ccccc1,0,0.764575021,9.1,0.341463415
OC(CNC(/C=C/c1ccccc1)C#N)c1ccccc1,0,0.853902566,9.3,0.340425532
S=C(Nc1cc(ccc1)C(F)(F)F)Nc1ncccc1C,0,0.814428555,9.4,0.340425532
O=C(NCC(=O)NNc1ccccc1)c1ccccc1,0,0.721388676,9.5,0.34
O=C1c2c(/C(=N/c3ccccc3)/C=C1)cccc2,0,0.74009149,9.9,0.34
O1c2cc(C(N3CCNCC3)c3ccc(O)cc3)c(O)cc2OC1,0,0.798086667,9.7,0.34
O[C@H]1[C@H]2[C@H]([C@H]3[C@](C1)([C@@H](O)CC3)C)CCC1=CC(=O)CC[C@H]21,0,0.720303986,9.2,0.34
ClC(=C)Cc1cc(ccc1O)C(=O)c1ccccc1,0,0.856809438,9.4,0.339622642
O=C1N(C(=O)NC1(c1ccc(cc1)C)C)CC(=O)Nc1cc(ccc1)C,0,0.831529843,10,0.339622642
O1C(=NCC1)Nc1cc2Cc3c(-c2cc1)cccc3,0,0.719818515,9.6,0.339622642
S1C2=NC(C=C(N2c2c(cc3OCOc3c2)C1=O)C)(C)C,0,0.736565641,9.2,0.339622642
Fc1ccc(c2oc3c(c(=O)c2OC)cccc3CC(=O)O)cc1,0,0.795461762,9.4,0.339285714
O(C(=O)C(CCC(c1ccccc1)C(=O)O)c1ccccc1)CC,0,0.745272537,9.1,0.333333333
O(c1cc(/C=C/c2ccccc2)cc(O)c1)C,0,0.810559058,9.3,0.333333333
O(c1ccc(N2N=C(CCC2=O)C(=O)O)cc1)CC,0,0.894375508,9.1,0.333333333
Brc1cc2c(n(COCc3ccccc3)c(=O)[nH]c2=O)cc1,0,0.777161049,10,0.333333333
O=C1NC(=O)NC21C(CCC2)Cc1ccccc1,0,0.776402703,10,0.333333333
O1c2c(OC1)ccc(c2)/C=N/c1ccc(N(C)C)cc1,0,0.801401585,9.3,0.333333333
FC(F)(F)C(O)(Cc1nc2c(cc1)cc(N(C)C)cc2)C(F)(F)F,0,0.856128178,9.6,0.333333333
O(c1cc2c(C(=O)N(NC3=NCCN3)C2=O)cc1OC)C,0,0.746718035,9.1,0.333333333
O(c1cc2CC3N(Cc2cc1OC)CCc1c(C3)cc(OC)cc1)C,0,0.858971037,10,0.333333333
OCC1CC(CC1)Cn1c2nc([nH]c(=O)c2nc1)N,0,0.727726352,9.1,0.333333333
Clc1c(c2cc(NC(=O)C)ccc2)cccc1,0,0.852447044,9.2,0.327586207
O(c1ccc(Cn2nnc3c2nc[nH]c3=O)cc1)C,0,0.741036958,9.2,0.327586207
CCOC(=O)NC(C=Cc1ccccc1)NC(=O)OCc1ccccc1,0,0.743503809,9.699999809,0.846153855
CCOC(=O)NC(C=Cc1ccccc1)NC(=O)OC1CCCC1,0,0.782450497,9.100000381,0.75
CCOC(=O)NC(C=Cc1ccccc1)NC(=O)OC(C)C,0,0.792286456,8.5,0.846153855
CCOC(=O)NC(C=Cc1ccccc1)NC(=O)OC,0,0.808855712,8.300000191,0.916666687
CCOC(=O)NC(C=Cc1ccccc1)NC(=O)N(C)C,0,0.815597594,8.300000191,0.846153855
CCOC(=O)NC(C=Cc1ccccc1)C(=O)O,0,0.835239291,8.699999809,0.743589759
CCOC(=O)NC(C=Cc1ccccc1)C(=O)NC,0,0.845873654,8.899999619,0.690476179
CCOC(=O)NC(C=Cc1ccccc1)C(C)C,0,0.864816368,8.5,0.725000024
CCOC(=O)NC(C=Cc1ccccc1)C1CC(=O)NC1,0,0.869938135,9.199999809,0.568627477
CCOC(=O)NC1C=C(C=Cc2ccccc2)NC1=O,0,0.878323078,9.699999809,0.470588237
CCOC(=O)NC1C=C(C=Cc2ccccc2)NC(=O)C1(F)F,0,0.894680381,9.899999619,0.436363637
CCOC(=O)NC1C=C(C=Cc2ccccc2)CC1,0,0.89563477,9.5,0.479999989
CCOC(=O)NC1C=C(C=Cc2ccccc2)NC(=O)C1(C)C,0,0.897760987,9.800000191,0.444444448
CCOC(=O)NC(C=Cc1ccccc1)c1ccc(C)o1,0,0.899843574,8.800000191,0.697674394
CCOC(=O)NC(C=Cc1ccccc1)c1ccco1,0,0.899930358,8.399999619,0.644444466
CCOC(=O)NC(C=Cc1ccccc1)C(=O)SC,0,0.900068402,7.699999809,0.674418628
CCOC(=O)NC(C=Cc1ccccc1)C1CCCC(=O)C1,0,0.904170215,9.399999619,0.557692289
CCOC(=O)NC(C=Cc1ccccc1)C1CCOCC1,0,0.904903591,8.5,0.617021263
CCOC(=O)NC1C=C(C=Cc2ccccc2)C(=O)C1,0,0.915676713,9.399999619,0.470588237
CCOC(=O)NC1(C=Cc2ccccc2)CCCC1=O,0,0.91726321,9.100000381,0.470588237
CCOC(=O)N1CCCC(C=Cc2cccc(C)c2)N1,0,0.920371652,10.10000038,0.295081973
CCOC(=O)NC(C=Cc1ccccc1)c1ccc(=O)oc1,0,0.920561969,9,0.604166687
CCOC(=O)NC1CCCC(C=Cc2ccccc2)N1C,0,0.924350441,8.300000191,0.471698105
CCOC(=O)NC1C=C(C=Cc2ccccc2)N(C)CC1,0,0.924724102,8.600000381,0.444444448
CCOC(=O)NC1CCC(C=Cc2ccccc2)N(C)C1,0,0.925961971,8.199999809,0.471698105
CCOC(=O)N1C=C(C=Cc2ccccc2)NC(=O)C1(C)C,0,0.933447063,9.600000381,0.396226406
O(C(=O)NC(NC(=O)OCC)/C=C/c1ccccc1)CNCc1ccccc1C/c1ccccc1CC,0,0.228491768,11.10000038,0.6875
O(C(=O)NC(NC(=O)C)/C=C/c1ccccc1)CCNCc1ccccc1C/c1ccccc1CC,0,0.253594309,11.5,0.555555582
O(C(=O)NC(NC(=O)OCC)/C=C/C(=O)NC(NC(=O)O)C=C/c1ccccc1)CC,0,0.277618855,9.300000191,0.804878056
O(C(=O)NC(NC(=O)OCC)/C=C/c1ccccc1)Nc1ccccc1C/c1ccccc1C,0,0.293533325,11.30000019,0.660000026
O(C(=O)NC(NC(=O)OCC)/C=Cc1ccccc1C/c1ccccc1)C/C=C/c1ccccc1CC,0,0.301494956,11.19999981,0.547169805
O(C(=O)NC(NC(=O)OCC)/C(=O)NC(NC(=O)OCC)/C=C/c1ccccc1)CC,0,0.322736323,9,0.846153855
O(C(=O)NC(NC(=O)OCC)/C=C/c1ccccc1)C(C(=O)NC(NC(=O)C)/C=C/c1ccccc1)C,0,0.344525248,10.10000038,0.717391312
CC(=O)C(/C=C/C1=CN=CC=C1)NC(=O)OC1=CC=CC=C1C=C/c1ccccc1CC,0,0.4779993,11.69999981,0.34375
O(C(=O)NC(NC(=O)OCNC(=O)OCC)/C=C/c1ccccc1)CC,0,0.480503052,8.899999619,0.846153855
O(C(=O)NC(NC(=O)OCC)/C=C/c1ccccc1)/C=C/c1cccc(c1)CC,0,0.501172423,10.39999962,0.6875
CC1C(C2=CC(=O)C3=C(O2)C(C(=O)O)C(C)C(C)=C3)C=C=C1/C=CC/c1ccccc1C,0,0.612861335,12.5,0.189873412
O(C(=O)NC(NC(=O)OCC)/C=C/c1ccccc1)C(O)C1=CC=CC=C1,0,0.650566101,9.600000381,0.785714269
OC1=NC(=CCC2=CC=CC(Cl)=C2)C(=O)NC1=CC=C/c1ccccc1CC,0,0.700295091,11.80000019,0.157894731
O(C(=O)NC(NC(=O)O)C=C/c1ccccc1)CC,0,0.710035563,8.800000191,0.942857146
O(C(=O)NCc1ccccc1C/c1ccccc1)/c1ccccc1C,0,0.723821163,10.5,0.277777791
CCOC(=O)NC(C=CC1=CC=CC=C1CC1=CC=CC=C1)NC(=O)OC,0,0.730488002,10.30000019,0.454545468
O(C(=O)NCc1ccccc1C/c1ccccc1)/c1ccccc1,0,0.74857074,10.89999962,0.25
O(C(=O)NC(NC(=O)OCC)C=C/c1ccccc1)c1ccccc1C,0,0.772254765,9.399999619,0.785714269
O(C(=O)NC(NC(=O)OC)/C=C/c1ccccc1c1ccccc1)CC,0,0.773871362,8.899999619,0.630434811
O(C(=O)NC(NC(=O)CC)/C=C/c1ccccc1)c1ccccc1C,0,0.790173948,9.699999809,0.617021263
O(C(=O)NC(NC(=O)C)/C=C/c1ccccc1)C,0,0.793727577,8.800000191,0.649999976
O(C(=O)NC(NCC)/C=C/c1ccccc1)c1ccccc1,0,0.803034186,9.199999809,0.613636374
O(C(=O)NC(NC(=O)OCC)/C=C/c1ccccc1)C,0,0.808855712,8.399999619,0.916666687
O(C(=O)C(NC(=O)OCC)/C=C/c1ccccc1)C,0,0.825009227,8.600000381,0.725000024
OCC1=NC(=CCC2=CC=CC(C)=C2)C(=O)N(C1c1ccccc1)CC,0,0.841520309,10.19999981,0.220588237
CC(C(NC(=O)OCC)/C=C/c1ccccc1)CC,0,0.844053924,8.300000191,0.690476179
O(C(=O)NC(CC)/C=Cc1ccccc1)C,0,0.845204115,8.199999809,0.571428597
O(C(=O)NC(C)/C=C/c1ccccc1)CC,0,0.845204115,7.800000191,0.763157904
O(C(=O)NC(CC)/C=C/c1ccccc1)CC,0,0.847568631,8,0.743589759
O(C(=O)NC(NC(=O)OCC)=C/c1ccccc1)CC,0,0.867109358,7.599999905,0.536585391
O(C(=O)NC(NC(=O)OCC)=C/c1ccccc1)C,0,0.872567475,7.5,0.5
OCC1=NC(=CCC2=CC=CC(C)=C2)C(=O)NC1=CC1=CC=CC1,0,0.891229749,11,0.16438356
O(C(=O)NC(C(=O)C)/C=C/c1ccccc1)c1ccccc1C,0,0.914757431,9.899999619,0.46938777
C1=NC(=CCC2=CC=CC(C)=C2)C(=O)NC1=CC1=CC=CC1,0,0.936155856,10.80000019,0.154929578
COC1=NC(=CC2=CC=CC(F)=C2)C(=O)NC1=CC1CCCCC1,0,0.938759089,9.100000381,0.1369863
C1=NC(=CCC2=CC=CC(C)=C2)C(=O)NC1=CC1=CC=CCC1,0,0.944288552,11.30000019,0.13333334
CCOC(=O)NC(C=Cc1ccccc1)NC(=O)N=CN=Cc1ccccc1,0,0.437718332,10,0.717391312
CC(/C=C/c1ccccc1)C(/C=C/c1ccccc1)c1ccccc1,0,0.465761364,11.19999981,0.357142866
CCOC(=O)NC(/C=C/c1ccccc1)NC(=O)N(Cl)c1ccccc1,0,0.590106368,9.899999619,0.767441869
CCOC(=O)NC(/C=C/c1cccc(Cl)c1)NC(=O)Nc1ccccc1,0,0.662154198,9.899999619,0.639999986
CCOC(=O)NC(/C=C/c1ccccc1)NC(=O)Nc1ccccc1,0,0.703699172,9.699999809,0.804878056
Clc1cc(/C=N/n2c(cc(c(c2=O)C#N)C)C)ccc1,1,0.796729533,9.3,0.710526316
O=c1n(/N=C/c2ccncc2)c(n[nH]1)Cc1ccccc1,1,0.734123511,9.5,0.619047619
Clc1c(C(=O)c2c(O)cc(OC)cc2)ccc(Cl)c1,1,0.872843767,9.4,0.6
Clc1c(cc(N(C(=O)c2c(OC)cccc2)C)cc1)C(=O)OC(C)C,1,0.749125913,9.7,0.551020408
OC1CN2C(CC(C1)CO)c1[nH]c3c(c1CC2)cccc3,1,0.749379537,9.1,0.531914894
n1(nnc2c1ccc(c1c(nc(nc1N)N)CC)c2)CCCC,1,0.748688186,9.2,0.5
O=C1c2c3C(=C1C(=O)N)CCCc3ccc2,1,0.717713898,9.3,0.490566038
Clc1cc2nc(c3ccc(OC)cc3)cc(c2cc1)C(=O)O,1,0.784470408,9.5,0.489361702
O1c2cc(CC3C(=O)NC(=O)NC3=O)ccc2OC1,1,0.728132283,9.3,0.489361702
o1c2c(c3c1cccc3)ccc(NC(C)(C)C#N)c2,1,0.737246525,9.1,0.468085106
Clc1cc(NS(=O)(=O)c2ccc(F)cc2)ccc1C,1,0.941203366,9.6,0.4375
O=C1C(CCCC1)c1c2c(ccc1)cccc2,1,0.713349107,10,0.431372549
Clc1ccc(c2nc3c(c(c2)C(=O)O)cc(OC)cc3)cc1,1,0.784470408,9.9,0.431372549
Clc1c(NC(=S)NC(=O)c2ccc(Cl)cc2)cccc1,1,0.816262726,9.5,0.411764706
Clc1ccc(C(=O)Nc2ccc(cc2)C)cc1,1,0.854277587,9.2,0.409090909
Brc1cc(NS(=O)(=O)c2ccc(N)cc2)ccc1C,1,0.842725739,9.5,0.408163265
Clc1cc(NC(=O)Nc2c(cccc2)C(=O)N)c(OC)cc1OC,1,0.771223321,9.6,0.4
O(c1c(NC(=O)Nc2c(cccc2)C(=O)OC)cc(OC)cc1)C,1,0.822687037,9.2,0.386363636
Clc1cc(NC(=O)Nc2c(=O)[nH]ccc2)ccc1,1,0.779231766,9.1,0.382978723
S(=O)(=O)(Nc1cc2NC(=O)CSc2cc1)c1ccc(NC(=O)C)cc1,1,0.759308805,9.9,0.37254902
S(=O)(=O)(c1cc(c(O)cc1)C)c1cc(c(O)cc1)C,1,0.884928093,9.6,0.346153846
Clc1ccc(C2OC32CSc2c(C3=O)cccc2)cc1,1,0.741576321,9.6,0.34
Oc1c(CN2CCCCC2)cc(NC(=O)C)c2c1nccc2,1,0.855347484,9.2,0.339622642
O1C(C2Cc3c(C2=O)c(ccc3)C)c2c(C1=O)ccc(c2)C,1,0.7546526,9.4,0.333333333
Clc1c(C2(O)N3C(=NCC3)c3c2cccc3)ccc(Cl)c1,1,0.875644237,9.2,0.333333333
Clc1cc(NC(=O)Nc2ccc(CC)cc2)ccc1,1,0.847132862,9.8,0.333333333
O=C(N)c1c(CC2=CCCCC2)cccc1,1,0.773970134,9.2,0.327272727
OC(=O)C(C(Cc1c2c(ccc1)cccc2)C)C,1,0.886376768,9.6,0.326530612
O=C1C(Cc2c1cccc2C)Cc1c(ccc(c1)C)C(=O)OC,1,0.812284029,9.9,0.326530612
O(c1cc(C(NNC(=O)c2c(O)cccc2)C#N)ccc1OC)C,1,0.700293785,9.2,0.326530612
O1C(n2cc(N(C3CCCCC3)C)c(=O)[nH]c2=O)CC[C@H]1CO,1,0.862133194,9.2,0.320754717
S(=O)(=O)(N)c1ccc(Cn2c3ncncc3nc2)cc1,1,0.756726491,9.9,0.320754717
S(c1ccc(NC(=O)Nc2c(F)cccc2)cc1)CC(=O)O,1,0.734902259,9.3,0.32
Clc1c(OC(C(=O)Nc2cc(O)c(cc2)C(=O)O)C)ccc(Cl)c1,1,0.744091354,9.4,0.32
O=c1[nH]c(nc(n1)c1ccccc1)c1ccccc1,1,0.758718257,9.5,0.319148936
Fc1ccc(/C=C/c2nc(nc(n2)N)N)cc1,1,0.81350752,9.4,0.31372549
S(=O)(=O)(NC(=O)Nc1cc(SC)ccc1)c1ccc(cc1)C,1,0.840695041,9.6,0.31372549
O1C(Cc2c1c(OCCCN1CCN(CC1)c1ncccc1)ccc2)(C)C,1,0.731925594,9.5,0.309090909
Clc1c(C(=O)Cc2ccc(Cl)cc2)cccc1,1,0.750619085,9.6,0.307692308
Brc1cc2-c3c(C(=O)c2cc1)cc(NC(=O)C)cc3,1,0.745174769,9.8,0.307692308
Brc1ccc(NNc2[nH]c(=O)n(c(=O)c2)C)cc1,1,0.746138403,9.1,0.306451613
Clc1cc(C(=O)Nc2c(cc(cc2)C)C)ccc1Cl,1,0.841393013,9.9,0.303571429
O(c1cc(C2Nc3c(-n4c2ccc4)cccc3)cc(OC)c1OC)C,1,0.781528439,9.2,0.301886792
S(c1c(cccc1)C(=O)NCC(=O)N)C(=O)c1c(OC)cccc1,1,0.779291788,9.6,0.301886792
Clc1cc2nnn(c3n(ncc3CC(=O)O)C)c(=O)c2cc1,1,0.765440096,9.3,0.3
S(CC(=O)NC1c2c(Oc3c1cccc3)cccc2)Cc1ccccc1,1,0.700057684,9.2,0.3
Clc1c(/N=C/C=C/c2ccccc2)cc(cc1)C(=O)O,1,0.843556159,9.7,0.288888889
Oc1c2c(cc3c1C(=O)C=CC3=O)cccc2O,1,0.739704862,9.2,0.288461538
O(c1c(OC)cc(cc1)C=O)C(=O)Nc1c(ccc(c1)C)C,1,0.873512664,9.1,0.285714286
Brc1ccc(NC(=O)c2c(N)ccc(c2)C)cc1,1,0.833071992,9.5,0.285714286
O=C(c1ccc(NC(=O)C)cc1)c1ccccc1,1,0.836981943,9.4,0.283333333
S(=O)(=O)(O/N=C\1/CCC(c2c1cccc2)(C)C)c1ccc(cc1)C,1,0.785817056,9.7,0.279069767
O(c1cc2c(CC=C2)cc1OC)Cc1ccccc1,1,0.822644904,9.3,0.276595745
O=c1[nH]c2c(nc1Cc1c([nH]nc1C)C)cccc2,1,0.732571351,9.1,0.272727273
O1C(CCC1C1=CC(=O)c2c(C1=O)c(O)ccc2O)(C)C,1,0.774960477,9.3,0.272727273
Clc1cc(Nc2c(cc(OC)cc2)C(=O)O)ccc1,1,0.89254599,9.2,0.272727273
O=c1[nH]nc(N2CCN(CC2)C)c2nnn(c12)Cc1ccccc1,1,0.746395984,9.5,0.270833333
ClCCNC(=O)Nc1cc2Cc3c(-c2cc1)cccc3,1,0.709554793,9.3,0.270833333
O=c1[nH]c(nc2c1cccc2)/C=C\c1ccc(OC)cc1,1,0.800581628,9.3,0.269230769
O(c1c(NC(=O)Nc2ccc(CCO)cc2)ccc(OC)c1)C,1,0.765370648,9.7,0.269230769
O=c1n(Cc2ccccc2)c(cn1Cc1ccccc1)C(=O)N,1,0.781177364,9.3,0.266666667
O=C1NCC[C@@]21[C@@H](C(=C(CC2)c1ccc(OC)cc1)CC)C,1,0.92176379,9.6,0.266666667
O(c1ccc(/C=N/N2CCCCCC2)cc1)Cc1ccccc1,1,0.761024525,10,0.265306122
O=c1n([nH]c(c1/C=C\1/C(=NN(C1=O)c1ccccc1)C)C)c1ccccc1,1,0.730087463,9.7,0.265306122
O1c2cc(/C=N/N3CCN(CC3)Cc3ccccc3)ccc2OC1,1,0.810618489,9.4,0.264150943
N(=C1CCCCC1)Nc1nc2c(cc1)cccc2,1,0.805100694,9.8,0.264150943
OCC12C3C1c1c(C3c3c2cccc3)cccc1,1,0.80410538,9.5,0.264150943
OC(=O)C(C(CC(=O)O)c1ccccc1)c1ccccc1,1,0.854312374,9.1,0.263157895
OC(=O)Cc1ccc(c2ccc(cc2)CC(=O)O)cc1,1,0.875356179,9.8,0.263157895
Clc1c(c(NC(=O)Nc2c(OC)cc(OC)cc2)ccc1)C,1,0.882131636,9.8,0.263157895
O(c1ccc(C(CC)(C)C)cc1)CCOc1ccc(cc1)C(=O)O,1,0.723366692,9.3,0.263157895
Oc1c(cc(cc1)C)/C=C/c1ccccc1,1,0.745849337,9.7,0.261904762
O(c1c(CC=C(C)C)c(=O)[nH]c2c1cccc2)CC=C(C)C,1,0.832028556,9.1,0.261904762
O=c1[nH]c(=O)[nH]c(c1Cc1ccccc1)C,1,0.784899308,9.2,0.260869565
S(c1c(C(=O)N[C@@H](C)C(=O)N)cccc1)C(=O)c1ccccc1,1,0.823703983,9.3,0.260869565
Clc1ccc(C(=O)C2C3(C2)c2c(N(C3=O)C)cccc2)cc1,1,0.796563183,9.2,0.260869565
O=C1C2(C(=C(C(=O)CC2)Cc2c(noc2)C)CCC1)C,1,0.830837272,9.3,0.260869565
O=C1C(C2=C1CC=C2)(c1ccccc1)c1ccccc1,1,0.800148198,10,0.26
S(=O)(=O)(N/N=C/1\CC2(CC(CC2)C1)C)c1ccc(cc1)C,1,0.871617901,9.6,0.26
Clc1cc(NC(=O)Nc2c(cccc2)C(=O)OC)c(OC)cc1,1,0.834147489,9.1,0.26
CC=C1NOC(=O)N1N=CC=CC=Cc1ccccc1Cl,1,0.681166768,10.5,0.225806445
CC1=NNC(=O)N1N=CC=C(Cl)C=Cc1ccccc1,1,0.694012165,9.800000191,0.595744669
Cc1c(N)n[nH]c(=O)c1N=Cc1ccccc1,1,0.762021542,9.899999619,0.425531924
Cc1n[nH]c(=O)n1N=Cc1cccc(C)c1,1,0.763066828,9.100000381,0.743589759
Cc1n[nH]c(=O)n1N=Cc1ccc(Cl)cc1,1,0.801828146,8.899999619,0.736842096
Cc1n[nH]c(=O)n1N=CC1=CCc2ccccc21,1,0.805310726,9.699999809,0.600000024
Cc1n[nH]c(=O)n1N=CC=Cc1ccccc1,1,0.807517886,9.199999809,0.699999988
Cc1c(N)n[nH]c(=O)c1C=Cc1ccccc1,1,0.821713448,10.10000038,0.354166657
CC=C1NOC(=O)N1N=CC=Cc1ccccc1,1,0.829721093,10.30000019,0.320754707
O=c1n(N=Cc2ccccc2)c(Br)n[nH]1,1,0.831226885,8.600000381,0.684210539
CC1=NNC(=O)N1N=CC=Cc1ccccc1C,1,0.833072305,9.600000381,0.555555582
Cc1n[nH]c(=O)n1N=CC(C)=Cc1ccccc1,1,0.834276617,9.399999619,0.666666687
Cc1c(N)nc2c(c1C=Nc1ccccc1)CCO2,1,0.836881697,10.39999962,0.200000003
Cc1n[nH]c(=O)n1N=Cc1cccc(C(C)C)c1,1,0.837843716,8.699999809,0.674418628
Cc1n[nH]c(=O)n1N=CC(F)=Cc1ccccc1,1,0.838029265,9.399999619,0.651162803
CC=C1NOC(=O)N1N=CC=Cc1ccccc1C,1,0.847020686,10.30000019,0.258620679
Cc1c(N)n[nH]c(=O)c1C=Cc1cccc(F)c1,1,0.849212229,10,0.267857134
Cc1n[nH]c(=O)n1N=CC(Cl)=Cc1ccccc1,1,0.860126734,9.199999809,0.651162803
CC=C1NOC(=O)N1N=CC=Cc1ccccc1Cl,1,0.863641918,10.10000038,0.233333334
Cc1n[nH]c(=O)n1N=CC=C(Cl)Cc1ccccc1,1,0.869211197,9.5,0.541666687
